DATUM,TOTALE_OMZET,weekday,month,week,year,quarter,day_of_year,weekday_sin,weekday_cos,month_sin,month_cos,week_sin,week_cos,is_weekend,is_monday,is_friday,is_wintervakantie,is_springvakantie,is_summervakantie,is_thanksgivingvakantie,is_schoolvakantie,is_feestdag,is_dag_na_feestdag
2017-01-13,86154.28,4,1,2,2017,1,13,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0.23931566428755774,0.970941817426052,0,0,1,0,0,0,0,0,0,0
2017-01-14,15313.65,5,1,2,2017,1,14,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,0.23931566428755774,0.970941817426052,1,0,0,0,0,0,0,0,0,0
2017-01-15,57053.04,6,1,2,2017,1,15,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,0.23931566428755774,0.970941817426052,1,0,0,0,0,0,0,0,0,0
2017-01-16,44950.060000000005,0,1,3,2017,1,16,0.0,1.0,0.49999999999999994,0.8660254037844387,0.3546048870425356,0.9350162426854148,0,1,0,0,0,0,0,0,1,0
2017-01-17,60406.67,1,1,3,2017,1,17,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0.3546048870425356,0.9350162426854148,0,0,0,0,0,0,0,0,0,1
2017-01-18,49626.22,2,1,3,2017,1,18,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0.3546048870425356,0.9350162426854148,0,0,0,0,0,0,0,0,0,0
2017-01-19,64228.09,3,1,3,2017,1,19,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0.3546048870425356,0.9350162426854148,0,0,0,0,0,0,0,0,0,0
2017-01-20,168694.97,4,1,3,2017,1,20,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0.3546048870425356,0.9350162426854148,0,0,1,0,0,0,0,0,0,0
2017-01-21,52314.34,5,1,3,2017,1,21,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,0.3546048870425356,0.9350162426854148,1,0,0,0,0,0,0,0,0,0
2017-01-22,47433.56,6,1,3,2017,1,22,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,0.3546048870425356,0.9350162426854148,1,0,0,0,0,0,0,0,0,0
2017-01-23,91475.27,0,1,4,2017,1,23,0.0,1.0,0.49999999999999994,0.8660254037844387,0.4647231720437685,0.8854560256532099,0,1,0,0,0,0,0,0,0,0
2017-01-24,63572.89,1,1,4,2017,1,24,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0.4647231720437685,0.8854560256532099,0,0,0,0,0,0,0,0,0,0
2017-01-25,17847.34,2,1,4,2017,1,25,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0.4647231720437685,0.8854560256532099,0,0,0,0,0,0,0,0,0,0
2017-01-26,22833.64,3,1,4,2017,1,26,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0.4647231720437685,0.8854560256532099,0,0,0,0,0,0,0,0,0,0
2017-01-27,82149.07,4,1,4,2017,1,27,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0.4647231720437685,0.8854560256532099,0,0,1,0,0,0,0,0,0,0
2017-01-28,33454.68,5,1,4,2017,1,28,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,0.4647231720437685,0.8854560256532099,1,0,0,0,0,0,0,0,0,0
2017-01-29,37499.28,6,1,4,2017,1,29,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,0.4647231720437685,0.8854560256532099,1,0,0,0,0,0,0,0,0,0
2017-01-30,39267.15,0,1,5,2017,1,30,0.0,1.0,0.49999999999999994,0.8660254037844387,0.5680647467311558,0.8229838658936564,0,1,0,0,0,0,0,0,0,0
2017-01-31,27535.18,1,1,5,2017,1,31,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0.5680647467311558,0.8229838658936564,0,0,0,0,0,0,0,0,0,0
2017-02-01,15899.689999999999,2,2,5,2017,1,32,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,0.5680647467311558,0.8229838658936564,0,0,0,0,0,0,0,0,0,0
2017-02-02,32676.11,3,2,5,2017,1,33,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,0.5680647467311558,0.8229838658936564,0,0,0,0,0,0,0,0,0,0
2017-02-03,111843.08000000002,4,2,5,2017,1,34,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,0.5680647467311558,0.8229838658936564,0,0,1,0,0,0,0,0,0,0
2017-02-04,44526.86,5,2,5,2017,1,35,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,0.5680647467311558,0.8229838658936564,1,0,0,0,0,0,0,0,0,0
2017-02-05,49488.74,6,2,5,2017,1,36,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,0.5680647467311558,0.8229838658936564,1,0,0,0,0,0,0,0,0,0
2017-02-06,77156.99999999999,0,2,6,2017,1,37,0.0,1.0,0.8660254037844386,0.5000000000000001,0.6631226582407952,0.7485107481711011,0,1,0,0,0,0,0,0,0,0
2017-02-07,19902.28,1,2,6,2017,1,38,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,0.6631226582407952,0.7485107481711011,0,0,0,0,0,0,0,0,0,0
2017-02-08,16366.14,2,2,6,2017,1,39,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,0.6631226582407952,0.7485107481711011,0,0,0,0,0,0,0,0,0,0
2017-02-09,114851.19,3,2,6,2017,1,40,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,0.6631226582407952,0.7485107481711011,0,0,0,0,0,0,0,0,0,0
2017-02-10,46211.56,4,2,6,2017,1,41,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,0.6631226582407952,0.7485107481711011,0,0,1,0,0,0,0,0,0,0
2017-02-11,71504.04,5,2,6,2017,1,42,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,0.6631226582407952,0.7485107481711011,1,0,0,0,0,0,0,0,0,0
2017-02-12,65899.7,6,2,6,2017,1,43,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,0.6631226582407952,0.7485107481711011,1,0,0,0,0,0,0,0,0,0
2017-02-13,92918.56,0,2,7,2017,1,44,0.0,1.0,0.8660254037844386,0.5000000000000001,0.7485107481711011,0.6631226582407953,0,1,0,0,0,0,0,0,0,0
2017-02-14,13990.17,1,2,7,2017,1,45,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,0.7485107481711011,0.6631226582407953,0,0,0,0,0,0,0,0,0,0
2017-02-15,15444.0,2,2,7,2017,1,46,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,0.7485107481711011,0.6631226582407953,0,0,0,0,0,0,0,0,0,0
2017-02-16,54611.78,3,2,7,2017,1,47,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,0.7485107481711011,0.6631226582407953,0,0,0,0,0,0,0,0,0,0
2017-02-17,109765.04,4,2,7,2017,1,48,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,0.7485107481711011,0.6631226582407953,0,0,1,0,0,0,0,0,0,0
2017-02-18,22388.570000000003,5,2,7,2017,1,49,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,0.7485107481711011,0.6631226582407953,1,0,0,0,0,0,0,0,0,0
2017-02-19,26829.699999999997,6,2,7,2017,1,50,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,0.7485107481711011,0.6631226582407953,1,0,0,0,0,0,0,0,0,0
2017-02-20,82934.73000000001,0,2,8,2017,1,51,0.0,1.0,0.8660254037844386,0.5000000000000001,0.8229838658936564,0.5680647467311559,0,1,0,0,0,0,0,0,1,0
2017-02-21,63460.259999999995,1,2,8,2017,1,52,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,0.8229838658936564,0.5680647467311559,0,0,0,0,0,0,0,0,0,1
2017-02-22,11639.95,2,2,8,2017,1,53,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,0.8229838658936564,0.5680647467311559,0,0,0,0,0,0,0,0,0,0
2017-02-23,36434.31,3,2,8,2017,1,54,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,0.8229838658936564,0.5680647467311559,0,0,0,0,0,0,0,0,0,0
2017-02-24,33690.53,4,2,8,2017,1,55,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,0.8229838658936564,0.5680647467311559,0,0,1,0,0,0,0,0,0,0
2017-02-25,14585.97,5,2,8,2017,1,56,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,0.8229838658936564,0.5680647467311559,1,0,0,0,0,0,0,0,0,0
2017-02-26,26237.75,6,2,8,2017,1,57,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,0.8229838658936564,0.5680647467311559,1,0,0,0,0,0,0,0,0,0
2017-02-27,14184.57,0,2,9,2017,1,58,0.0,1.0,0.8660254037844386,0.5000000000000001,0.8854560256532099,0.4647231720437686,0,1,0,0,0,0,0,0,0,0
2017-02-28,44310.28,1,2,9,2017,1,59,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,0.8854560256532099,0.4647231720437686,0,0,0,0,0,0,0,0,0,0
2017-03-01,12840.060000000001,2,3,9,2017,1,60,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,0.8854560256532099,0.4647231720437686,0,0,0,0,0,0,0,0,0,0
2017-03-02,40226.4,3,3,9,2017,1,61,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,0.8854560256532099,0.4647231720437686,0,0,0,0,0,0,0,0,0,0
2017-03-03,95382.07999999999,4,3,9,2017,1,62,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,0.8854560256532099,0.4647231720437686,0,0,1,0,0,0,0,0,0,0
2017-03-04,96081.78,5,3,9,2017,1,63,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,0.8854560256532099,0.4647231720437686,1,0,0,0,0,0,0,0,0,0
2017-03-05,51994.73,6,3,9,2017,1,64,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,0.8854560256532099,0.4647231720437686,1,0,0,0,0,0,0,0,0,0
2017-03-06,89973.94,0,3,10,2017,1,65,0.0,1.0,1.0,6.123233995736766e-17,0.9350162426854148,0.35460488704253557,0,1,0,0,0,0,0,0,0,0
2017-03-07,20747.47,1,3,10,2017,1,66,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,0.9350162426854148,0.35460488704253557,0,0,0,0,0,0,0,0,0,0
2017-03-08,5084.09,2,3,10,2017,1,67,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,0.9350162426854148,0.35460488704253557,0,0,0,0,0,0,0,0,0,0
2017-03-09,57052.689999999995,3,3,10,2017,1,68,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,0.9350162426854148,0.35460488704253557,0,0,0,0,0,0,0,0,0,0
2017-03-10,1758.6,4,3,10,2017,1,69,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,0.9350162426854148,0.35460488704253557,0,0,1,0,0,0,0,0,0,0
2017-03-11,34355.159999999996,5,3,10,2017,1,70,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,0.9350162426854148,0.35460488704253557,1,0,0,0,1,0,0,1,0,0
