rapportagedatum,totale_omzet,lag_1d,lag_7d,lag_14d,lag_28d,rolling_mean_7d,rolling_mean_28d,weekday,month,week,year,quarter,day_of_year,weekday_sin,weekday_cos,month_sin,month_cos,week_sin,week_cos,is_weekend,is_monday,is_friday,is_voorjaarvakantie,is_meivakantie,is_zomervakantie,is_herfstvakantie,is_kerstvakantie,is_schoolvakantie,is_feestdag,is_dag_na_feestdag,cumulative_revenue_ytd,contractual_consumption_rate,time_index
2023-03-13,505645.15,125101.45,481296.99,451619.49,504615.51,377374.91857142857,373992.6378571429,0,3,11,2023,1,72,0.0,1.0,1.0,6.123233995736766e-17,0.970941817426052,0.23931566428755804,0,1,0,0,0,0,0,0,0,0,0,27008126.69,0.18728153251101254,436
2023-03-14,532018.06,505645.15,534730.96,494378.53,551102.15,380853.2271428571,374029.41071428574,1,3,11,2023,1,73,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,0.970941817426052,0.23931566428755804,0,0,0,0,0,0,0,0,0,0,0,27540144.75,0.1909706872141126,437
2023-03-15,443478.32,532018.06,449450.71,419293.79,455229.63,380465.67,373347.83607142855,2,3,11,2023,1,74,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,0.970941817426052,0.23931566428755804,0,0,0,0,0,0,0,0,0,0,0,27983623.07,0.19404588381542892,438
2023-03-16,509581.5,443478.32,517124.42,487215.18,523958.09,379612.4714285714,372928.14642857143,3,3,11,2023,1,75,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,0.970941817426052,0.23931566428755804,0,0,0,0,0,0,0,0,0,0,0,28493204.57,0.19757945744512448,439
2023-03-17,397127.34,509581.5,406777.78,385436.93,415861.88,378534.9114285714,372414.6967857143,4,3,11,2023,1,76,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,0.970941817426052,0.23931566428755804,0,0,1,0,0,0,0,0,0,0,0,28890331.91,0.20033324402539698,440
2023-03-18,126221.87,397127.34,127142.12,129872.63,131836.05,377156.2771428572,371745.60607142857,5,3,11,2023,1,77,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,0.970941817426052,0.23931566428755804,1,0,0,0,0,0,0,0,0,0,0,29016553.78,0.20120850003709065,441
2023-03-19,123607.84,126221.87,125101.45,129440.62,130462.48,377024.81285714294,371545.0996428571,6,3,11,2023,1,78,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,0.970941817426052,0.23931566428755804,1,0,0,0,0,0,0,0,0,0,0,29140161.62,0.2020656296696374,442
2023-03-20,515399.48,123607.84,505645.15,481296.99,487584.22,376811.44,371300.29107142857,0,3,12,2023,1,79,0.0,1.0,1.0,6.123233995736766e-17,0.992708874098054,0.120536680255323,0,1,0,0,0,0,0,0,0,0,0,29655561.1,0.20563954671977913,443
2023-03-21,539056.78,515399.48,532018.06,534730.96,530416.48,378204.91571428574,372293.6932142857,1,3,12,2023,1,80,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,0.992708874098054,0.120536680255323,0,0,0,0,0,0,0,0,0,0,0,30194617.88,0.2093775097791064,444
2023-03-22,456218.77,539056.78,443478.32,449450.71,458498.87,379210.4471428571,372602.2753571429,2,3,12,2023,1,81,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,0.992708874098054,0.120536680255323,0,0,0,0,0,0,0,0,0,0,0,30650836.65,0.2125410520486828,445
